Timestamp,RTU_1 DAClgSetpt(°F)
15-Nov-19 04:00:00 pm,60.5
19-Nov-19 04:00:00 pm,63.1
20-Nov-19 12:00:00 pm,59.4
20-Nov-19 04:00:00 pm,60.7
21-Nov-19 08:00:00 am,63.1
21-Nov-19 12:00:00 pm,58.3
21-Nov-19 04:00:00 pm,60.3
22-Nov-19 12:00:00 pm,60.9
25-Nov-19 08:00:00 am,60.8
25-Nov-19 12:00:00 pm,59.1
25-Nov-19 04:00:00 pm,64.8
26-Nov-19 08:00:00 am,59.6
26-Nov-19 12:00:00 pm,60.3
27-Nov-19 08:00:00 am,59.0
27-Nov-19 12:00:00 pm,58.4
27-Nov-19 04:00:00 pm,60.4
28-Nov-19 12:00:00 pm,59.0
28-Nov-19 04:00:00 pm,62.7
29-Nov-19 12:00:00 pm,59.5
29-Nov-19 04:00:00 pm,60.8
02-Dec-19 12:00:00 pm,60.7
02-Dec-19 04:00:00 pm,60.5
03-Dec-19 12:00:00 pm,62.2
03-Dec-19 04:00:00 pm,59.4
04-Dec-19 08:00:00 am,63.2
04-Dec-19 12:00:00 pm,60.5
05-Dec-19 12:00:00 pm,60.3
05-Dec-19 04:00:00 pm,63.1
06-Dec-19 08:00:00 am,59.4
06-Dec-19 12:00:00 pm,60.3
09-Dec-19 04:00:00 pm,62.9
10-Dec-19 12:00:00 pm,59.2
10-Dec-19 04:00:00 pm,61.5
12-Dec-19 12:00:00 pm,59.6
12-Dec-19 04:00:00 pm,60.3
16-Dec-19 08:00:00 am,59.3
16-Dec-19 12:00:00 pm,60.1
19-Dec-19 08:00:00 am,62.9
19-Dec-19 12:00:00 pm,59.9
31-Dec-19 12:00:00 pm,59.6
31-Dec-19 04:00:00 pm,59.7
