Timestamp,RTU_1 OccManCmd
18-Jul-19 10:05:56 pm,Occ
18-Jul-19 10:36:56 pm,Unocc
19-Jul-19 06:00:19 am,Occ
19-Jul-19 06:01:06 pm,Unocc
20-Jul-19 05:31:43 pm,Occ
20-Jul-19 06:02:26 pm,Unocc
20-Jul-19 07:11:18 pm,Occ
20-Jul-19 07:38:56 pm,Unocc
21-Jul-19 02:16:34 pm,Occ
21-Jul-19 02:47:33 pm,Unocc
21-Jul-19 03:41:36 pm,Occ
21-Jul-19 04:13:51 pm,Unocc
21-Jul-19 04:55:08 pm,Occ
21-Jul-19 05:28:24 pm,Unocc
21-Jul-19 06:17:17 pm,Occ
21-Jul-19 06:44:10 pm,Unocc
21-Jul-19 07:49:43 pm,Occ
21-Jul-19 08:14:18 pm,Unocc
22-Jul-19 04:00:24 am,Occ
22-Jul-19 06:01:22 pm,Unocc
23-Jul-19 04:43:24 am,Occ
23-Jul-19 06:01:37 pm,Unocc
24-Jul-19 05:41:20 am,Occ
24-Jul-19 06:01:24 pm,Unocc
25-Jul-19 05:50:24 am,Occ
25-Jul-19 06:01:05 pm,Unocc
26-Jul-19 04:38:28 am,Occ
26-Jul-19 06:01:38 pm,Unocc
27-Jul-19 06:26:17 pm,Occ
27-Jul-19 06:52:41 pm,Unocc
28-Jul-19 02:41:50 pm,Occ
28-Jul-19 03:08:58 pm,Unocc
28-Jul-19 04:40:52 pm,Occ
28-Jul-19 05:24:22 pm,Unocc
28-Jul-19 05:54:18 pm,Occ
28-Jul-19 06:24:28 pm,Unocc
28-Jul-19 08:03:49 pm,Occ
28-Jul-19 08:32:14 pm,Unocc
29-Jul-19 04:01:06 am,Occ
29-Jul-19 06:01:37 pm,Unocc
30-Jul-19 04:00:23 am,Occ
30-Jul-19 06:01:21 pm,Unocc
31-Jul-19 05:34:22 am,Occ
31-Jul-19 06:01:37 pm,Unocc
01-Aug-19 04:00:20 am,Occ
01-Aug-19 06:01:05 pm,Unocc
02-Aug-19 04:00:22 am,Occ
02-Aug-19 06:01:20 pm,Unocc
03-Aug-19 02:54:30 pm,Occ
03-Aug-19 03:21:40 pm,Unocc
03-Aug-19 04:28:15 pm,Occ
03-Aug-19 05:03:00 pm,Unocc
03-Aug-19 06:15:58 pm,Occ
03-Aug-19 06:47:58 pm,Unocc
03-Aug-19 08:36:15 pm,Occ
03-Aug-19 09:00:34 pm,Unocc
04-Aug-19 01:23:11 pm,Occ
04-Aug-19 01:50:03 pm,Unocc
04-Aug-19 02:36:24 pm,Occ
04-Aug-19 03:07:38 pm,Unocc
04-Aug-19 03:57:35 pm,Occ
04-Aug-19 04:36:45 pm,Unocc
04-Aug-19 05:29:28 pm,Occ
04-Aug-19 06:00:18 pm,Unocc
04-Aug-19 06:22:42 pm,Occ
04-Aug-19 06:48:48 pm,Unocc
04-Aug-19 07:34:38 pm,Occ
04-Aug-19 08:00:46 pm,Unocc
04-Aug-19 10:02:22 pm,Occ
04-Aug-19 10:25:38 pm,Unocc
05-Aug-19 04:00:25 am,Occ
05-Aug-19 06:01:51 pm,Unocc
06-Aug-19 04:00:20 am,Occ
06-Aug-19 06:01:35 pm,Unocc
07-Aug-19 04:08:20 am,Occ
07-Aug-19 06:01:21 pm,Unocc
08-Aug-19 04:35:28 am,Occ
08-Aug-19 06:01:19 pm,Unocc
09-Aug-19 05:32:29 am,Occ
09-Aug-19 06:01:18 pm,Unocc
12-Aug-19 04:00:24 am,Occ
12-Aug-19 06:01:23 pm,Unocc
12-Aug-19 10:01:16 pm,Occ
12-Aug-19 10:31:46 pm,Unocc
13-Aug-19 04:51:24 am,Occ
13-Aug-19 06:01:05 pm,Unocc
14-Aug-19 04:24:26 am,Occ
14-Aug-19 06:01:20 pm,Unocc
15-Aug-19 04:27:29 am,Occ
15-Aug-19 06:01:06 pm,Unocc
16-Aug-19 04:24:28 am,Occ
16-Aug-19 06:01:06 pm,Unocc
18-Aug-19 04:24:49 pm,Occ
18-Aug-19 05:13:29 pm,Unocc
18-Aug-19 06:07:33 pm,Occ
18-Aug-19 06:42:36 pm,Unocc
18-Aug-19 08:54:26 pm,Occ
18-Aug-19 09:13:37 pm,Unocc
19-Aug-19 04:00:26 am,Occ
19-Aug-19 06:01:35 pm,Unocc
19-Aug-19 09:41:10 pm,Occ
19-Aug-19 10:11:43 pm,Unocc
20-Aug-19 06:00:15 am,Occ
20-Aug-19 06:01:38 pm,Unocc
20-Aug-19 06:05:09 pm,Occ
20-Aug-19 06:51:27 pm,Unocc
20-Aug-19 10:00:51 pm,Occ
20-Aug-19 10:32:05 pm,Unocc
21-Aug-19 04:42:30 am,Occ
21-Aug-19 06:01:27 pm,Unocc
21-Aug-19 09:49:53 pm,Occ
21-Aug-19 10:21:39 pm,Unocc
22-Aug-19 06:00:09 am,Occ
22-Aug-19 06:01:21 pm,Unocc
22-Aug-19 09:43:29 pm,Occ
22-Aug-19 10:18:49 pm,Unocc
23-Aug-19 06:00:11 am,Occ
23-Aug-19 06:01:07 pm,Unocc
25-Aug-19 03:11:34 pm,Occ
25-Aug-19 03:53:03 pm,Unocc
25-Aug-19 05:09:37 pm,Occ
25-Aug-19 05:48:17 pm,Unocc
25-Aug-19 06:33:37 pm,Occ
25-Aug-19 07:03:49 pm,Unocc
26-Aug-19 04:00:24 am,Occ
26-Aug-19 06:01:05 pm,Unocc
26-Aug-19 09:50:20 pm,Occ
26-Aug-19 10:21:05 pm,Unocc
27-Aug-19 05:53:19 am,Occ
27-Aug-19 06:01:38 pm,Unocc
28-Aug-19 04:00:30 am,Occ
28-Aug-19 06:00:44 pm,Unocc
28-Aug-19 09:48:09 pm,Occ
28-Aug-19 10:19:12 pm,Unocc
29-Aug-19 04:00:27 am,Occ
29-Aug-19 06:01:22 pm,Unocc
29-Aug-19 10:05:37 pm,Occ
29-Aug-19 10:36:06 pm,Unocc
30-Aug-19 05:18:22 am,Occ
30-Aug-19 06:01:29 pm,Unocc
30-Aug-19 11:26:22 pm,Occ
30-Aug-19 11:56:35 pm,Unocc
01-Sep-19 02:44:44 pm,Occ
01-Sep-19 03:34:45 pm,Unocc
01-Sep-19 04:24:56 pm,Occ
01-Sep-19 05:14:30 pm,Unocc
01-Sep-19 06:17:58 pm,Occ
01-Sep-19 06:52:32 pm,Unocc
01-Sep-19 09:10:17 pm,Occ
01-Sep-19 09:40:44 pm,Unocc
02-Sep-19 04:00:24 am,Occ
02-Sep-19 06:00:58 pm,Unocc
03-Sep-19 05:32:23 am,Occ
03-Sep-19 06:00:54 pm,Unocc
03-Sep-19 10:01:39 pm,Occ
03-Sep-19 10:32:59 pm,Unocc
04-Sep-19 04:48:21 am,Occ
04-Sep-19 06:01:12 pm,Unocc
04-Sep-19 09:40:05 pm,Occ
04-Sep-19 10:10:33 pm,Unocc
05-Sep-19 05:56:26 am,Occ
05-Sep-19 06:01:16 pm,Unocc
05-Sep-19 10:07:39 pm,Occ
05-Sep-19 10:38:30 pm,Unocc
06-Sep-19 04:26:18 am,Occ
06-Sep-19 06:01:16 pm,Unocc
08-Sep-19 12:38:56 pm,Occ
08-Sep-19 01:09:24 pm,Unocc
09-Sep-19 05:36:30 am,Occ
09-Sep-19 06:01:15 pm,Unocc
09-Sep-19 09:56:32 pm,Occ
09-Sep-19 10:27:01 pm,Unocc
10-Sep-19 06:00:14 am,Occ
10-Sep-19 06:00:48 pm,Unocc
10-Sep-19 09:52:03 pm,Occ
10-Sep-19 10:22:19 pm,Unocc
11-Sep-19 06:00:07 am,Occ
11-Sep-19 06:00:59 pm,Unocc
12-Sep-19 06:00:11 am,Occ
12-Sep-19 06:01:23 pm,Unocc
13-Sep-19 05:37:20 am,Occ
13-Sep-19 06:02:19 pm,Unocc
16-Sep-19 06:00:15 am,Occ
16-Sep-19 06:00:47 pm,Unocc
16-Sep-19 09:57:36 pm,Occ
16-Sep-19 10:29:50 pm,Unocc
17-Sep-19 06:00:16 am,Occ
17-Sep-19 06:01:08 pm,Unocc
17-Sep-19 09:47:46 pm,Occ
17-Sep-19 10:18:41 pm,Unocc
18-Sep-19 06:00:19 am,Occ
18-Sep-19 06:01:10 pm,Unocc
19-Sep-19 06:00:48 am,Occ
19-Sep-19 06:00:56 pm,Unocc
20-Sep-19 02:04:43 am,Occ
20-Sep-19 02:35:10 am,Unocc
20-Sep-19 06:00:10 am,Occ
20-Sep-19 06:01:34 pm,Unocc
21-Sep-19 08:35:14 am,Occ
21-Sep-19 09:05:36 am,Unocc
22-Sep-19 06:36:41 pm,Occ
22-Sep-19 07:07:24 pm,Unocc
23-Sep-19 06:00:17 am,Occ
23-Sep-19 06:00:51 pm,Unocc
23-Sep-19 09:56:30 pm,Occ
23-Sep-19 10:28:18 pm,Unocc
24-Sep-19 06:00:08 am,Occ
24-Sep-19 06:01:16 pm,Unocc
25-Sep-19 06:00:14 am,Occ
25-Sep-19 06:01:49 pm,Unocc
25-Sep-19 08:06:07 pm,Occ
25-Sep-19 08:36:49 pm,Unocc
26-Sep-19 06:00:06 am,Occ
26-Sep-19 06:01:40 pm,Unocc
27-Sep-19 06:00:06 am,Occ
27-Sep-19 06:01:10 pm,Unocc
28-Sep-19 02:13:46 pm,Occ
28-Sep-19 02:44:13 pm,Unocc
30-Sep-19 06:00:17 am,Occ
30-Sep-19 06:01:12 pm,Unocc
30-Sep-19 10:08:08 pm,Occ
30-Sep-19 10:39:29 pm,Unocc
01-Oct-19 12:11:50 am,Occ
01-Oct-19 12:41:52 am,Unocc
01-Oct-19 06:00:05 am,Occ
01-Oct-19 06:01:20 pm,Unocc
01-Oct-19 10:16:34 pm,Occ
01-Oct-19 10:47:06 pm,Unocc
02-Oct-19 06:00:11 am,Occ
02-Oct-19 06:01:10 pm,Unocc
02-Oct-19 09:59:12 pm,Occ
02-Oct-19 10:29:26 pm,Unocc
03-Oct-19 06:00:45 am,Occ
03-Oct-19 06:00:56 pm,Unocc
03-Oct-19 10:11:49 pm,Occ
03-Oct-19 10:42:48 pm,Unocc
04-Oct-19 04:32:32 am,Occ
04-Oct-19 05:01:58 am,Unocc
04-Oct-19 06:00:12 am,Occ
04-Oct-19 06:01:11 pm,Unocc
06-Oct-19 06:43:01 am,Occ
06-Oct-19 07:13:43 am,Unocc
06-Oct-19 03:44:09 pm,Occ
06-Oct-19 04:14:53 pm,Unocc
07-Oct-19 06:00:07 am,Occ
07-Oct-19 06:01:09 pm,Unocc
07-Oct-19 10:02:30 pm,Occ
07-Oct-19 10:32:44 pm,Unocc
08-Oct-19 06:00:04 am,Occ
08-Oct-19 06:00:55 pm,Unocc
08-Oct-19 10:12:30 pm,Occ
08-Oct-19 10:42:43 pm,Unocc
09-Oct-19 06:00:04 am,Occ
09-Oct-19 06:00:53 pm,Unocc
09-Oct-19 08:13:38 pm,Occ
09-Oct-19 08:44:25 pm,Unocc
10-Oct-19 06:00:17 am,Occ
10-Oct-19 06:01:06 pm,Unocc
10-Oct-19 08:20:23 pm,Occ
10-Oct-19 08:51:16 pm,Unocc
11-Oct-19 06:00:08 am,Occ
11-Oct-19 06:01:03 pm,Unocc
12-Oct-19 12:37:25 pm,Occ
12-Oct-19 01:08:08 pm,Unocc
13-Oct-19 11:47:47 am,Occ
13-Oct-19 12:18:44 pm,Unocc
14-Oct-19 06:00:12 am,Occ
14-Oct-19 06:01:45 pm,Unocc
14-Oct-19 08:18:40 pm,Occ
14-Oct-19 08:49:20 pm,Unocc
15-Oct-19 06:00:50 am,Occ
15-Oct-19 06:01:12 pm,Unocc
15-Oct-19 08:20:36 pm,Occ
15-Oct-19 08:50:49 pm,Unocc
16-Oct-19 06:00:17 am,Occ
16-Oct-19 06:27:21 pm,Unocc
16-Oct-19 10:13:45 pm,Occ
16-Oct-19 10:44:28 pm,Unocc
17-Oct-19 06:00:12 am,Occ
17-Oct-19 06:01:09 pm,Unocc
17-Oct-19 10:37:24 pm,Occ
17-Oct-19 11:08:48 pm,Unocc
18-Oct-19 06:00:17 am,Occ
18-Oct-19 06:01:27 pm,Unocc
20-Oct-19 05:13:23 pm,Occ
20-Oct-19 05:44:19 pm,Unocc
21-Oct-19 06:00:05 am,Occ
21-Oct-19 06:02:05 pm,Unocc
21-Oct-19 10:39:30 pm,Occ
21-Oct-19 11:11:13 pm,Unocc
22-Oct-19 06:00:32 am,Occ
22-Oct-19 06:01:14 pm,Unocc
22-Oct-19 10:21:30 pm,Occ
22-Oct-19 10:51:57 pm,Unocc
23-Oct-19 06:00:18 am,Occ
23-Oct-19 06:01:19 pm,Unocc
23-Oct-19 10:19:58 pm,Occ
23-Oct-19 10:50:40 pm,Unocc
24-Oct-19 06:00:18 am,Occ
24-Oct-19 06:00:52 pm,Unocc
24-Oct-19 08:28:53 pm,Occ
24-Oct-19 08:58:50 pm,Unocc
24-Oct-19 10:15:38 pm,Occ
24-Oct-19 10:46:51 pm,Unocc
25-Oct-19 06:00:21 am,Occ
25-Oct-19 06:00:54 pm,Unocc
28-Oct-19 06:00:04 am,Occ
28-Oct-19 06:01:01 pm,Unocc
28-Oct-19 10:28:00 pm,Occ
28-Oct-19 10:58:58 pm,Unocc
29-Oct-19 06:00:10 am,Occ
29-Oct-19 06:01:25 pm,Unocc
29-Oct-19 10:45:20 pm,Occ
29-Oct-19 11:15:33 pm,Unocc
30-Oct-19 06:00:07 am,Occ
30-Oct-19 06:00:49 pm,Unocc
30-Oct-19 10:08:40 pm,Occ
30-Oct-19 10:39:39 pm,Unocc
31-Oct-19 06:00:18 am,Occ
31-Oct-19 06:01:07 pm,Unocc
31-Oct-19 07:41:29 pm,Occ
31-Oct-19 08:12:28 pm,Unocc
01-Nov-19 06:00:05 am,Occ
01-Nov-19 06:01:03 pm,Unocc
04-Nov-19 06:00:10 am,Occ
04-Nov-19 06:01:49 pm,Unocc
04-Nov-19 10:04:40 pm,Occ
04-Nov-19 10:37:43 pm,Unocc
05-Nov-19 06:00:08 am,Occ
05-Nov-19 06:01:04 pm,Unocc
05-Nov-19 10:03:23 pm,Occ
05-Nov-19 10:34:22 pm,Unocc
06-Nov-19 06:00:05 am,Occ
06-Nov-19 06:01:21 pm,Unocc
06-Nov-19 10:04:48 pm,Occ
06-Nov-19 10:36:15 pm,Unocc
07-Nov-19 06:00:15 am,Occ
07-Nov-19 06:01:09 pm,Unocc
08-Nov-19 06:00:09 am,Occ
08-Nov-19 06:00:48 pm,Unocc
10-Nov-19 06:43:56 pm,Occ
10-Nov-19 07:14:55 pm,Unocc
11-Nov-19 06:00:14 am,Occ
11-Nov-19 06:01:04 pm,Unocc
11-Nov-19 09:17:53 pm,Occ
11-Nov-19 09:47:25 pm,Unocc
12-Nov-19 06:00:32 am,Occ
12-Nov-19 06:01:14 pm,Unocc
12-Nov-19 10:25:08 pm,Occ
12-Nov-19 10:55:36 pm,Unocc
13-Nov-19 06:00:08 am,Occ
13-Nov-19 06:01:17 pm,Unocc
13-Nov-19 10:15:38 pm,Occ
13-Nov-19 10:46:23 pm,Unocc
14-Nov-19 06:00:07 am,Occ
14-Nov-19 06:01:21 pm,Unocc
14-Nov-19 10:25:47 pm,Occ
14-Nov-19 10:56:30 pm,Unocc
15-Nov-19 06:00:09 am,Occ
15-Nov-19 06:01:41 pm,Unocc
16-Nov-19 08:03:56 pm,Occ
16-Nov-19 08:34:09 pm,Unocc
18-Nov-19 06:00:15 am,Occ
18-Nov-19 06:01:02 pm,Unocc
19-Nov-19 06:00:17 am,Occ
19-Nov-19 06:01:59 pm,Unocc
20-Nov-19 06:00:15 am,Occ
20-Nov-19 06:01:30 pm,Unocc
20-Nov-19 07:45:52 pm,Occ
20-Nov-19 08:16:20 pm,Unocc
21-Nov-19 06:00:08 am,Occ
21-Nov-19 06:01:06 pm,Unocc
22-Nov-19 02:02:34 am,Occ
22-Nov-19 02:33:37 am,Unocc
22-Nov-19 06:00:18 am,Occ
22-Nov-19 01:19:18 pm,Occ
22-Nov-19 01:19:48 pm,Occ
22-Nov-19 01:27:25 pm,Occ
22-Nov-19 01:27:26 pm,Auto
22-Nov-19 01:27:35 pm,Occ
22-Nov-19 06:01:38 pm,Unocc
24-Nov-19 12:00:33 pm,Occ
24-Nov-19 12:30:24 pm,Unocc
25-Nov-19 06:00:13 am,Occ
25-Nov-19 06:00:50 pm,Unocc
26-Nov-19 06:00:05 am,Occ
26-Nov-19 06:00:48 pm,Unocc
27-Nov-19 06:00:40 am,Occ
27-Nov-19 06:01:41 pm,Unocc
28-Nov-19 06:00:18 am,Occ
28-Nov-19 06:01:32 pm,Unocc
29-Nov-19 06:00:05 am,Occ
29-Nov-19 06:01:11 pm,Unocc
02-Dec-19 06:00:10 am,Occ
02-Dec-19 06:01:04 pm,Unocc
03-Dec-19 06:00:15 am,Occ
03-Dec-19 06:00:58 pm,Unocc
03-Dec-19 10:26:04 pm,Occ
03-Dec-19 10:57:02 pm,Unocc
04-Dec-19 06:00:12 am,Occ
04-Dec-19 06:01:08 pm,Unocc
04-Dec-19 10:59:10 pm,Occ
04-Dec-19 11:30:02 pm,Unocc
05-Dec-19 06:00:16 am,Occ
05-Dec-19 06:00:59 pm,Unocc
05-Dec-19 06:14:04 pm,Occ
05-Dec-19 06:44:35 pm,Unocc
05-Dec-19 10:03:16 pm,Occ
05-Dec-19 10:34:45 pm,Unocc
06-Dec-19 06:00:14 am,Occ
06-Dec-19 06:01:20 pm,Unocc
07-Dec-19 01:59:16 am,Occ
07-Dec-19 02:30:10 am,Unocc
07-Dec-19 07:23:36 pm,Occ
07-Dec-19 07:54:34 pm,Unocc
08-Dec-19 08:32:35 am,Occ
08-Dec-19 09:03:03 am,Unocc
09-Dec-19 06:00:14 am,Occ
09-Dec-19 06:01:19 pm,Unocc
09-Dec-19 10:03:09 pm,Occ
09-Dec-19 10:35:51 pm,Unocc
10-Dec-19 06:00:17 am,Occ
10-Dec-19 06:00:59 pm,Unocc
10-Dec-19 10:13:53 pm,Occ
10-Dec-19 10:45:40 pm,Unocc
11-Dec-19 06:00:12 am,Occ
11-Dec-19 06:01:18 pm,Unocc
12-Dec-19 06:00:15 am,Occ
12-Dec-19 06:09:32 pm,Unocc
12-Dec-19 09:56:22 pm,Occ
12-Dec-19 10:27:52 pm,Unocc
13-Dec-19 06:00:18 am,Occ
13-Dec-19 06:01:00 pm,Unocc
14-Dec-19 04:02:02 pm,Occ
14-Dec-19 04:32:14 pm,Unocc
15-Dec-19 06:34:21 pm,Occ
15-Dec-19 07:05:31 pm,Unocc
16-Dec-19 06:00:14 am,Occ
16-Dec-19 06:01:36 pm,Unocc
16-Dec-19 09:52:55 pm,Occ
16-Dec-19 10:24:08 pm,Unocc
17-Dec-19 06:00:18 am,Occ
17-Dec-19 06:01:01 pm,Unocc
17-Dec-19 09:57:22 pm,Occ
17-Dec-19 10:28:37 pm,Unocc
18-Dec-19 06:00:12 am,Occ
18-Dec-19 06:01:00 pm,Unocc
18-Dec-19 09:39:37 pm,Occ
18-Dec-19 10:10:34 pm,Unocc
19-Dec-19 06:00:08 am,Occ
19-Dec-19 06:01:28 pm,Unocc
19-Dec-19 09:58:58 pm,Occ
19-Dec-19 10:29:39 pm,Unocc
20-Dec-19 06:00:09 am,Occ
20-Dec-19 06:01:13 pm,Unocc
22-Dec-19 02:19:39 pm,Occ
22-Dec-19 02:50:22 pm,Unocc
23-Dec-19 06:00:12 am,Occ
23-Dec-19 06:01:27 pm,Unocc
23-Dec-19 09:20:33 pm,Occ
23-Dec-19 09:51:47 pm,Unocc
24-Dec-19 06:00:26 am,Occ
24-Dec-19 06:01:04 pm,Unocc
25-Dec-19 06:00:13 am,Occ
25-Dec-19 06:01:51 pm,Unocc
26-Dec-19 06:00:11 am,Occ
26-Dec-19 06:01:02 pm,Unocc
26-Dec-19 08:25:57 pm,Occ
26-Dec-19 08:56:25 pm,Unocc
27-Dec-19 06:00:12 am,Occ
27-Dec-19 06:01:25 pm,Unocc
28-Dec-19 04:49:30 pm,Occ
28-Dec-19 05:19:27 pm,Unocc
30-Dec-19 06:00:11 am,Occ
30-Dec-19 06:00:51 pm,Unocc
30-Dec-19 08:43:43 pm,Occ
30-Dec-19 09:14:41 pm,Unocc
31-Dec-19 06:00:03 am,Occ
31-Dec-19 06:00:59 pm,Unocc
